"mass","300","400","500","600","700","800","900","1000"
2.986e24,6.441561059900924e6,6.58581214062838e6,6.742526370883311e6,7.585934027216976e6,7.765282924047072e6,7.958019991282548e6,8.118634643261731e6,8.282397419568272e6
4.942344827586207e24,7.436438447624844e6,7.5999693931895755e6,7.762535220047844e6,8.548486149941148e6,8.676102777851826e6,8.83644006273902e6,8.976564830563743e6,9.111998156198692e6
6.898689655172415e24,8.160306153839295e6,8.335862369038957e6,8.497001686619021e6,9.238859533136126e6,9.360791897299008e6,9.50367469478783e6,9.62525558608633e6,9.744178373106327e6
8.855034482758622e24,8.744780411729328e6,8.930016033720553e6,9.08502027508687e6,9.785349026535153e6,9.911442472032364e6,1.0041491141998272e7,1.0153629817127258e7,1.026112711808386e7
1.0811379310344828e25,9.233479493886432e6,9.42866056020166e6,9.577181662764234e6,1.027454809197232e7,1.037584151977475e7,1.0495955659012618e7,1.0596827881946474e7,1.0703915603967259e7
1.2767724137931037e25,9.656438376397343e6,9.859845617002206e6,1.000529135246945e7,1.066747519717286e7,1.07807764489522e7,1.0894643896608762e7,1.0994014221189553e7,1.1092617991373254e7
1.4724068965517243e25,1.0030331741824625e7,1.0242705885639424e7,1.0379791960871581e7,1.1035609787566816e7,1.1141479248815373e7,1.1247447940135177e7,1.1344348233820258e7,1.1440009235128958e7
1.6680413793103451e25,1.0368864499272326e7,1.0584015433376208e7,1.071869774418693e7,1.133977568449641e7,1.1466208186669882e7,1.156407258527452e7,1.1660616654038712e7,1.175419723499003e7
1.8636758620689657e25,1.0677913968708321e7,1.0897254556132378e7,1.1025733850488875e7,1.165830422356839e7,1.1759425467950324e7,1.1854298336332481e7,1.194834885200623e7,1.2038798159255004e7
2.0593103448275866e25,1.0962111821053974e7,1.1181107449743422e7,1.1310314185735684e7,1.1925750552517865e7,1.2022049132442007e7,1.2122881454638856e7,1.2216250921667635e7,1.23025756560497e7
2.254944827586207e25,1.1225121505316483e7,1.1445876210961979e7,1.1572396139672577e7,1.2185724451913647e7,1.2265333630816173e7,1.2370425544471815e7,1.2462069234166265e7,1.254842165224723e7
2.450579310344828e25,1.1473613074756347e7,1.1693545059841698e7,1.1814342431407304e7,1.2415348208087374e7,1.2500287105015308e7,1.2603470235452045e7,1.2695287702385733e7,1.277935556354038e7
2.6462137931034485e25,1.1702579240386993e7,1.1927313476473339e7,1.204698608194764e7,1.2636809070958769e7,1.2722536586013373e7,1.2823641850961056e7,1.2908201950269576e7,1.2994895696319895e7
