NAME,PER,R,SEP,DATE,PLANETDISCMETH,MASS,MSINI
# ,day,rearth,au,,,mearth,mearth
Kepler-259 c,36.924931,2.6999968605070475,0.217013,2014,Transit,7.060899874460179,
Kepler-444 b,3.6001053,0.4113695928254496,0.0419153,2010,Transit,0.0425899684643969,
Kepler-550 b,8.60010411,4.41633840798984,0.078424,2016,Transit,20.408689047905995,
Kepler-304 d,9.653471,2.750000123547765,0.0887283,2014,Transit,7.28413426232801,
Kepler-150 e,30.826557,3.1199973684953197,0.192408,2014,Transit,9.22643870141609,
Kepler-218 c,44.699576,3.1399941901193142,0.246495,2014,Transit,9.347304358742592,
Pr 211 b,2.1451,,0.0320419,2012,RV,586.0347624786582,586.0347624786582
Kepler-203 b,3.162697,2.569995101989621,0.0421675,2014,Transit,6.5194039319072,
Kepler-981 b,4.46975774,2.3090500305733683,0.0527478,2016,Transit,5.584927749322085,
Kepler-6 b,3.234723,14.829481507031874,0.0456089,2010,Transit,212.73881209199558,212.40701154966354
Kepler-501 b,5.64067757,4.304248600680453,0.0626287,2016,Transit,19.355985085869236,
Kepler-244 d,20.050401,2.309991584954767,0.14444,2014,Transit,5.587978788791805,
24 Sex c,910,,2.24032,2011,RV,482.1786501958421,482.1786501958421
Kepler-358 b,34.060467,2.719993682131042,0.20564,2014,Transit,7.1491575474540525,
Kepler-373 c,16.725948,1.2399934933600916,0.127997,2014,Transit,1.974511974490308,
HATS-13 b,3.0440499,13.58528464589768,0.0405861,2015,Transit,172.38309440594557,172.3277943155569
Kepler-466 c,3.70921385,1.2554058418651322,0.0475122,2016,Transit,2.0600427809581197,
Kepler-1074 b,5.94566534,1.2554058418651322,0.054174,2016,Transit,2.0600427809581197,
Kepler-807 b,117.93108781,10.424352079772973,0.476837,2016,Transit,179.38491217234105,
HD 60532 c,604,,1.57999,2008,RV,782.8204519433565,782.8204519433565
Kepler-299 b,2.927128,1.320003197817532,0.0400468,2014,Transit,2.4443720528271564,
Kepler-939 b,14.878296,1.7486009940264342,0.11345,2016,Transit,4.100724173947976,
Kepler-1389 b,99.2530951,1.7710189554883116,0.391079,2016,Transit,4.150017530380637,
Kepler-140 c,91.353282,1.799994170677788,0.396968,2014,Transit,4.214693210806467,
Kepler-23 d,15.274299,2.199997857042066,0.12048,2014,Transit,5.247088691372904,
Kepler-1048 b,6.92101021,1.6140932252551699,0.0645763,2016,Transit,3.8169457216028926,
Kepler-89 c,10.423648,4.4129757137705585,0.101317,2013,Transit,9.39961697298383,
WASP-95 b,2.184673,13.562866684435804,0.0341288,2013,Transit,359.13277091493416,382.46051019383344
Kepler-831 b,5.62153941,1.266614822596071,0.0616673,2016,Transit,2.1237236953901775,
HD 68988 b,6.27711,,0.0692771,2002,RV,572.0444752435471,572.0444752435471
Kepler-84 b,8.726,2.275423088380552,0.08295,2012,Transit,5.4777282062870345,
Kepler-637 b,23.20584623,4.752607829918,0.187767,2016,Transit,23.73921644571658,
HAT-P-26 b,4.234516,6.333074112980354,0.0478684,2011,Transit,18.6395946620468,18.634001089685647
Kepler-1252 b,15.0540329,1.6701381289098634,0.121659,2016,Transit,3.9328534397911015,
Kepler-292 f,20.834237,2.349996437183487,0.148181,2014,Transit,5.719268830973185,
Kepler-847 b,2.3432319,1.1769429767485615,0.0324471,2016,Transit,1.648581504971377,
Kepler-1355 b,1.28958811,1.4571674950220284,0.0222195,2016,Transit,3.4043244149844325,
Kepler-20 e,6.098493,0.8672253883758486,0.063351,2011,Transit,0.5580891478356934,
Kepler-296 d,19.850242,2.279996352518775,0.143477,2014,Transit,5.492125298784774,
HD 149143 b,4.072,,0.0530508,2006,RV,422.0954198051621,422.0954198051621
Kepler-688 b,3.89593684,9.76302221664759,0.0481308,2016,Transit,221.20544662046797,
Kepler-62 d,18.16406,1.9482553588059137,0.119499,2011,Transit,0,
Kepler-713 b,7.411141,2.477184741537448,0.0738933,2016,Transit,6.16500662850256,
HD 79498 b,1966.1,,3.13296,2012,RV,427.8828602992869,427.8828602992869
Kepler-89 e,54.32031,6.700728680955143,0.304548,2013,Transit,12.999462167319473,31.364717530380638
Kepler-722 b,4.09357325,2.63411047177059,0.0505771,2016,Transit,6.779632173345385,
Kepler-556 b,11.72292176,2.241796146187736,0.100994,2016,Transit,5.3732618861102734,
Kepler-883 b,12.98495573,1.7822279362192501,0.110239,2016,Transit,4.174902571055539,
Kepler-1181 b,4.89337519,1.5692573023314154,0.0594394,2016,Transit,3.726336205684443,
Kepler-1336 c,5.77721211,1.714974051833618,0.061725,2016,Transit,4.027912388269559,
Kepler-897 b,8.0472642,2.3875128956899387,0.079369,2016,Transit,5.846204785577984,
Kepler-298 d,77.473633,2.4999950173249084,0.355666,2014,Transit,6.249736537109571,
Kepler-269 b,5.326718,2.4699997848889166,0.0596916,2014,Transit,6.1386278497539415,
Kepler-248 b,6.308205,3.019990842413885,0.0668155,2014,Transit,8.647726433664758,
HD 181433 c,962,,1.75604,2009,RV,203.53484302500752,203.53484302500752
Kepler-1375 b,3.3004192,1.7373920132954954,0.0493278,2016,Transit,4.076284076529075,
Kepler-454 b,10.57,26.565284332324673,0.0951314,2016,Transit,6.860357592648388,6.851522290850658
70 Vir b,116.6884,,0.483601,1996,RV,2371.3695771818816,2371.3695771818816
HD 102365 b,122.1,,0.463328,2011,RV,16.20146452746811,16.20146452746811
BD -08 2823 b,5.6,,0.0558236,2010,RV,14.600812945666364,14.600812945666364
Kepler-1276 b,12.5720095,1.1881519574795,0.110538,2016,Transit,1.7037512905493621,
Kepler-797 b,27.07237711,2.174542261802104,0.174066,2016,Transit,5.1721793160590535,
Kepler-160 b,4.309427,1.5400018626236656,0.0518266,2014,Transit,3.668143984131767,
Kepler-1066 b,1.93155984,2.3650949342280616,0.03015,2016,Transit,5.769897017173847,
Kepler-1318 b,213.257663,3.104887662470015,0.629,2016,Transit,9.13627412875364,
CoRoT-11 b,2.99433,16.02884244524231,0.0440549,2010,Transit,746.2747197951189,740.976716882595
Kepler-369 c,14.871572,1.4100001041062382,0.118353,2014,Transit,3.0516178959525964,
Kepler-142 d,41.809118,2.1599930048133458,0.235751,2014,Transit,5.130036833383548,
Kepler-1415 b,0.63642408,1.2890327840579483,0.0139284,2016,Transit,2.2548516510997287,
Kepler-398 b,4.081423,0.9299979222652512,0.0499821,2014,Transit,0.7152748875163201,
Kepler-443 b,177.6693,2.3300108245402233,0.558942,2010,Transit,5.653162975795922,
Kepler-746 b,3.48159251,1.1096890923629295,0.0435651,2016,Transit,1.3418980094405946,
Kepler-1348 b,27.5722742,1.9391536664523916,0.180967,2016,Transit,4.542076102239631,
Kepler-299 d,15.054786,1.8599958445305025,0.119323,2014,Transit,4.352307803555288,
GJ 436 b,2.64385,4.222423041344601,0.0287188,2004,RV,23.10460023601486,23.057976539118204
Kepler-1231 b,10.41725184,1.4235405528292124,0.0936589,2016,Transit,3.15041436778146,
Kepler-142 c,4.761702,2.859993851460466,0.0553921,2014,Transit,7.806370518228382,
Kepler-401 d,184.256405,2.275423088380552,0,2016,Transit,5.4777282062870345,
Kepler-815 b,8.57503552,4.113695928254495,0.0883216,2016,Transit,17.632147785477553,
Kepler-578 b,1.6168837,1.9951985701070851,0.0257374,2016,Transit,4.682646389474741,
Kepler-181 c,4.302149,1.9899976030479296,0.0517683,2014,Transit,4.669361655117003,
XO-2S b,18.157,,0.134393,2014,RV,82.31450236014864,82.31450236014864
Kepler-364 b,25.745718,1.5500002734356624,0.170638,2014,Transit,3.6879439590238023,
Kepler-173 c,8.005777,2.4299949326601964,0.0783205,2014,Transit,5.994466234809681,
Kepler-609 b,6.52121067,3.3514852385506653,0.070302,2016,Transit,10.736258295671387,
Kepler-1606 b,196.435224,2.0736614352236558,0.638509,2016,Transit,4.888972933614543,
Kepler-290 b,14.589347,2.250001120082783,0.11685,2014,Transit,5.398496525057748,
Kepler-926 b,52.0688601,2.3090500305733683,0.273799,2016,Transit,5.584927749322085,
Kepler-544 b,21.41616926,2.1184973581474105,0.158582,2016,Transit,5.012253997187908,
WASP-37 b,3.577469,13.002417647888867,0.0446312,2011,Transit,570.0422305915436,569.9214602792006
Kepler-223 c,9.848183,1.9999960138599266,0.0899174,2014,Transit,4.694945892337048,
HD 6718 b,2496,,3.55427,2010,RV,495.50787887918045,495.50787887918045
Kepler-224 e,18.643577,1.9700007814239346,0.137602,2014,Transit,4.618765250577483,
Kepler-322 c,4.337234,1.6699924121603613,0.0520493,2014,Transit,3.9325356231796724,
HD 33636 b,2127.7,,3.26519,2002,RV,2946.0042578085768,2946.0042578085768
Kepler-477 b,11.11990653,2.0736614352236558,0.093078,2016,Transit,4.888972933614543,
Kepler-1327 b,14.88801098,1.8046458976811275,0.119224,2016,Transit,4.22518115898363,
Kepler-163 c,21.347262,2.2599995308947802,0.150603,2014,Transit,5.429483644672089,
Kepler-1128 b,61.6178167,3.6541277182860097,0.29908,2016,Transit,13.107646941849955,
HAT-P-40 b,4.457243,19.391536664523915,0.060845,2012,Transit,197.10986240835592,197.02309847343577
HD 240237 b,745.7,,1.91887,2012,RV,1690.6222863312244,1690.6222863312244
Kepler-494 b,8.02511821,7.1401207256079395,0.0809789,2016,Transit,69.5068107361655,
Kepler-169 f,87.090195,2.5799935128016176,0.38452,2014,Transit,6.559131008335844,
Kepler-283 b,11.008151,2.1299977723773535,0.0968462,2014,Transit,5.044512383247966,
rho CrB b,39.8449,,0.225692,1997,RV,338.18547805563924,338.18547805563924
Kepler-214 b,15.660544,2.6099999542183405,0.122502,2014,Transit,6.680250918951491,
Kepler-700 b,80.8720639,5.985595710321255,0.363536,2016,Transit,38.179309530983225,
Kepler-1549 b,214.886545,2.5668565873849576,0.672832,2016,Transit,6.506977302400321,
Kepler-730 b,6.49168426,9.213782160831595,0.0681049,2016,Transit,172.30650060259114,
Kepler-1515 b,214.3114164,9.550051582759755,0.764923,2016,Transit,122.03013739078035,
Kepler-1424 b,29.6091744,1.1545250152866842,0.188549,2016,Transit,1.5417569855378124,
Kepler-314 b,2.461069,0.829998121572255,0.0356743,2014,Transit,0.4778722351109772,
Kepler-188 c,5.996553,3.1899974531600317,0.0645963,2014,Transit,9.657207336547152,
Kepler-731 b,3.85560355,13.876718144902085,0.0485975,2016,Transit,317.8166114291453,
Kepler-1338 b,0.93511806,0.9191364199369718,0.018961,2016,Transit,0.685994443105353,
Kepler-233 b,8.472382,2.4299949326601964,0.0813349,2014,Transit,5.994466234809681,
Kepler-1530 c,5.3227406,1.647720167447986,0.0580264,2016,Transit,3.886102616249874,
Kepler-118 b,7.518496,1.9599911616312067,0.0751093,2014,Transit,4.593721301596866,
Kepler-1440 b,39.859484,1.2554058418651322,0.226831,2016,Transit,2.0600427809581197,
Kepler-1513 b,160.88465087,8.462780451858704,0.576981,2016,Transit,79.38486883599478,
Kepler-110 b,12.691112,1.8300006120945107,0.106481,2014,Transit,4.2828966556191626,
HD 11977 b,711,,2.063,2005,RV,2351.8810625690467,2351.8810625690467
Kepler-1192 b,25.2034787,2.3650949342280616,0.159985,2016,Transit,5.769897017173847,
Kepler-1382 b,16.3583055,1.8831087627976983,0.139726,2016,Transit,4.406718007431958,
HD 73534 b,1770,,3.0184,2009,RV,339.51712965752733,339.51712965752733
Kepler-689 b,22.36656079,2.8919170285821796,0.150552,2016,Transit,7.966295837099527,
Kepler-1643 b,5.34264507,2.2978410498424293,0.058171,2016,Transit,5.548887345586019,
Kepler-195 b,8.307872,2.0299912462959186,0.0802786,2014,Transit,4.772715617153761,
Kepler-498 b,9.61375356,3.026424797353444,0.0878909,2016,Transit,8.683703274078537,
Kepler-50 c,9.3761368,2.787505373073486,0.0932375,2012,Transit,7.457312533895752,
Kepler-863 b,15.59461874,2.903126009313118,0.120507,2016,Transit,8.02334391885106,
Kepler-1464 b,31.7785901,1.6589291481789248,0.19765,2016,Transit,3.9093985738676307,
HD 164604 b,606.4,,1.30299,2010,RV,854.4499598272572,854.4499598272572
Kepler-1356 b,0.63400294,1.5244213794076606,0.0135188,2016,Transit,3.9492845586019882,
Kepler-359 b,25.563222,3.5299994656715947,0.169831,2014,Transit,12.077094797629806,
TRAPPIST-1 b,1.510848,1.1381711124002447,0.0111033,2016,Transit,1.4667363744099629,
Kepler-1201 b,15.18725932,2.2866320691114908,0.125745,2016,Transit,5.51313297680024,
Kepler-1594 b,2.71603809,1.0648531694391745,0.0388448,2016,Transit,1.159833585417294,
Kepler-642 b,4.41745855,2.903126009313118,0.0589428,2016,Transit,8.02334391885106,
Kepler-359 d,77.095691,4.009990438531851,0.354508,2014,Transit,16.551730214924174,
Kepler-115 b,2.403679,1.0899982759128894,0.0351175,2014,Transit,1.259790087877875,
OGLE-05-071L b,3600,,3.6,2005,Microlensing,1207.7031234307522,
OGLE235-MOA53 b,,,4.3,2004,Microlensing,826.3231897157779,
HD 37124 c,885.5,,1.70993,2003,RV,205.97980621673193,205.97980621673193
HD 217107 c,4270,,5.33414,2005,RV,831.2366345284723,831.2366345284723
Kepler-1323 b,0.92990668,1.5244213794076606,0.0197027,2016,Transit,3.9492845586019882,
HD 74156 b,51.638,,0.291535,2004,RV,563.6223350406749,563.6223350406749
Kepler-928 b,3.9324613,1.5916752637932925,0.0439026,2016,Transit,3.771434382846239,
Kepler-180 b,13.817124,1.499997010394945,0.11269,2014,Transit,3.745627673998192,
HD 103774 b,5.8881,,0.070273,2013,RV,116.97367510294264,116.97367510294264
Kepler-43 b,3.024095,13.450776877126417,0.0449294,2011,Transit,1027.0021326704832,1022.0124118710454
Kepler-76 b,1.545,,0.0271768,2013,Transit,622.9205584011248,622.9205584011248
Kepler-310 b,13.930698,1.190001439300105,0.113307,2014,Transit,1.7129711504469216,
Kepler-222 c,10.08881,4.63999120051426,0.0913762,2014,Transit,22.59498129958823,
Kepler-1154 c,8.45808312,2.3650949342280616,0.0877495,2016,Transit,5.769897017173847,
Kepler-538 b,81.73780699,2.2642141076496136,0.363618,2016,Transit,5.442609470724114,
KELT-6 b,7.8457,13.372314012009845,0.0794132,2014,Transit,137.04887918047604,137.01932223561315
WASP-13 b,4.3530135,15.771035888430724,0.0537034,2009,Transit,150.60788927387767,150.12893964045395
Kepler-683 b,2.53918318,1.9727806086452078,0.035933,2016,Transit,4.625757216028924,
Kepler-84 c,12.883,2.4099308571518163,0.107552,2012,Transit,30.510394697197952,
Kepler-918 b,4.85386933,1.7373920132954954,0.0580906,2016,Transit,4.076284076529075,
Kepler-569 b,34.18890521,3.1609325661247074,0.202661,2016,Transit,9.475702269759967,
HD 13931 b,4218,,5.14931,2010,RV,597.886143918851,597.886143918851
Kepler-58 d,40.101371,2.9399923469371756,0.229287,2014,Transit,8.214478828964548,
HAT-P-18 b,5.508023,11.152935827283986,0.0559503,2011,Transit,62.6750248568846,62.66135874259315
Kepler-672 b,38.3774623,2.4996027029993257,0.218893,2016,Transit,6.248274580696997,
Kepler-357 b,6.475434,1.839999022906508,0.0679912,2014,Transit,4.305874796625488,
Kepler-1518 b,5.11177904,3.0488427588153213,0.0670648,2016,Transit,8.810353193733052,
Kepler-971 b,9.59070716,2.129706338878349,0.084658,2016,Transit,5.04368606005825,
Kepler-406 c,4.62332,0.8499983058904688,0.0555527,2014,Transit,2.725296512001607,2.725296512001607
HD 155358 c,391.9,,1.00082,2007,RV,256.4878577382746,256.4878577382746
WASP-43 b,0.813475,10.424352079772973,0.0142363,2011,Transit,564.4709053931907,559.7703977101537
Kepler-1570 b,26.548955,1.0648531694391745,0.169395,2016,Transit,1.159833585417294,
Kepler-159 c,43.595792,3.4099961179661653,0.242421,2014,Transit,11.158032720699005,
Kepler-39 b,21.0874,13.67495649174519,0.155007,2011,Transit,5778.064904087576,5776.857200964146
Kepler-920 c,100.8274113,3.799844467788213,0.407808,2016,Transit,14.426999040875764,
14 And b,185.84,,0.823151,2008,RV,1488.5989791101738,1488.5989791101738
Kepler-1130 b,5.45298175,0.7958376318966462,0.0585387,2016,Transit,0.4120524148840012,
Kepler-520 b,19.67416124,1.6589291481789248,0.147232,2016,Transit,3.9093985738676307,
Kepler-1191 b,5.60014851,1.513212398676722,0.0584627,2016,Transit,3.8550201516521043,
Kepler-1012 b,5.50860439,1.2890327840579483,0.0600079,2016,Transit,2.2548516510997287,
Kepler-1145 b,3.97076766,1.401122591367335,0.0453661,2016,Transit,2.9879115561916234,
Kepler-891 b,53.44945593,6.411536978096924,0.283142,2016,Transit,35.30624736366375,
Kepler-727 b,5.15448442,2.533229645192142,0.0561729,2016,Transit,6.375941513508084,
Kepler-215 b,9.360672,1.6200003581003746,0.086925,2014,Transit,3.8290227528372,
Kepler-294 b,3.701212,1.769998938241796,0.0468277,2014,Transit,4.147761032439489,
WASP-88 b,4.954,19.055267242595757,0.0643804,2014,Transit,179.10396228783767,178.9949511901175
Kepler-29 b,10.3376,3.5967825728665277,0.0928723,2011,Transit,12.62116505473536,
Kepler-792 b,11.30119217,1.961571627914269,0.10143,2016,Transit,4.597662227578588,
Kepler-975 b,1.97034246,1.4795854564839057,0.0285538,2016,Transit,3.580458381038465,
Kepler-24 b,8.14561,2.3978587849045954,0.0800144,2011,Transit,5.881863809380334,
Kepler-542 b,13.14497566,1.5692573023314154,0.1064,2016,Transit,3.726336205684443,
Kepler-306 b,4.646186,1.5199938320189397,0.0544926,2014,Transit,3.9118775434367783,
Kepler-656 b,1.26025909,3.1160966432009536,0.0217143,2016,Transit,9.203079180476045,
Kepler-83 b,9.77,2.8246631441965473,0.0778725,2012,Transit,7.633827879883499,
Kepler-770 b,18.92540274,2.2978410498424293,0.136148,2016,Transit,5.548887345586019,
Kepler-489 b,17.27629612,7.72298772361675,0.122418,2016,Transit,59.69231595862207,
81 Cet b,952.7,,2.28088,2008,RV,1370.094699206588,1370.094699206588
Kepler-1204 b,85.7350285,3.0488427588153213,0.384289,2016,Transit,8.810353193733052,
Kepler-1218 b,22.9221266,1.434749533560151,0.161019,2016,Transit,3.2336886763081245,
Kepler-1043 b,38.5053398,2.5444386259230805,0.217045,2016,Transit,6.419228135984734,
Kepler-1396 b,18.2206421,2.0736614352236558,0.1432,2016,Transit,4.888972933614543,
CoRoT-3 b,4.2568,11.321070538248067,0.0573788,2008,Transit,6945.850261122828,6928.084312543939
Kepler-377 b,12.509529,1.3900032824822437,0.105463,2014,Transit,2.9093027955207393,
Kepler-648 b,17.4211749,3.2169774697794007,0.133676,2016,Transit,9.829050778346891,
Kepler-910 b,2.36436901,0.8182555933585236,0.0375152,2016,Transit,0.45443326001807777,
Kepler-126 d,100.283134,2.4999950173249084,0.422434,2014,Transit,6.249736537109571,
Kepler-1506 b,14.0329154,1.3226597262507642,0.11193,2016,Transit,2.461082850256101,
HAT-P-38 b,4.640382,9.247409103024411,0.0522992,2012,Transit,85.03787290348498,85.00037054333635
Kepler-1602 b,11.17931605,1.3450776877126416,0.104553,2016,Transit,2.605028349904589,
Kepler-18 d,14.85888,6.97998922688575,0.117171,2011,Transit,16.3993371497439,
Kepler-1077 b,34.3511874,2.768618240541854,0.208178,2016,Transit,7.369499804157878,
Kepler-380 b,3.930821,1.190001439300105,0.0487448,2014,Transit,1.7129711504469216,
Kepler-1580 b,56.6449279,2.107288377416472,0.328211,2016,Transit,4.981044405945566,
HD 32963 b,2372,,3.5161,2016,RV,222.4716280004017,222.4716280004017
Kepler-132 d,18.010199,1.5500002734356624,0.134468,2014,Transit,3.6879439590238023,
Kepler-228 b,2.566546,1.5299922428309372,0.0366865,2014,Transit,3.996671015366074,
mu Ara e,310.54999,,0.93961,2007,RV,172.67675695490607,172.67675695490607
Kepler-97 b,2.58664,1.4800001887709504,0.036125,2014,Transit,3.3987626242844224,3.3987626242844224
WASP-96 b,3.4252602,13.450776877126417,0.0453489,2013,Transit,152.55197348598975,151.98085703525157
Kepler-1229 b,86.828989,1.401122591367335,0.312498,2016,Transit,2.9879115561916234,
Kepler-518 b,8.51203588,2.107288377416472,0.0804858,2016,Transit,4.981044405945566,
Kepler-139 b,15.771044,2.9399923469371756,0.123078,2014,Transit,8.214478828964548,
Kepler-952 b,130.3546919,7.64452485850018,0.503142,2016,Transit,57.90396188611027,
Kepler-375 b,12.125934,1.4499937473542277,0.103296,2014,Transit,3.3491514512403335,
Kepler-1285 b,14.7967458,0.9751813235916652,0.125346,2016,Transit,0.8470925052726723,
HD 136118 b,1187.3,,2.33328,2002,RV,3712.3840564427032,3712.3840564427032
Kepler-182 b,9.825792,2.5799935128016176,0.0897811,2014,Transit,6.559131008335844,
Kepler-1313 b,3.83309118,1.7598099747573728,0.0466196,2016,Transit,4.1252913980114485,
HD 6434 b,21.997999,,0.142061,2004,RV,126.23516897659938,126.23516897659938
HD 5319 b,641,,1.6698,2007,RV,561.0893366475846,561.0893366475846
Kepler-306 e,44.840975,2.269997941706778,0.247015,2014,Transit,5.460693235914431,
Kepler-1519 b,240.7989397,7.061657860491368,0.742026,2016,Transit,46.05258044591744,
Kepler-253 b,3.783986,1.6299987689123718,0.0475233,2014,Transit,3.8495219242743803,
Kepler-259 b,8.115317,2.799992177607751,0.0790333,2014,Transit,7.516076825349,
Kepler-1586 b,15.6049212,1.5244213794076606,0.138326,2016,Transit,3.9492845586019882,
Kepler-1172 b,26.0204423,3.1945595083175236,0.167139,2016,Transit,9.686033303203775,
Kepler-1501 b,14.5564533,1.5580483216004768,0.123985,2016,Transit,3.703961916239831,
HD 231701 b,141.60001,,0.555583,2007,RV,345.36177714170935,345.36177714170935
Kepler-666 b,4.49876092,2.3987218764208778,0.0538618,2016,Transit,5.88485128552777,
PH-2 b,282.5255,10.110960187516659,0.825444,2013,Transit,155.1574340664859,
Kepler-1027 b,1.9078052,0.8855094777441558,0.0291727,2016,Transit,0.6009308270563422,
CoRoT-18 b,1.9000693,14.683764757529671,0.0295483,2011,Transit,1108.0739720799436,1106.0081641056543
Kepler-703 b,4.58352176,8.204973895047114,0.0570646,2016,Transit,111.05084473234909,
Kepler-1505 b,30.8609366,0.9303454006679105,0.187949,2016,Transit,0.7162251591844933,
Kepler-203 d,11.32972,1.4399953365422304,0.0987232,2014,Transit,3.2731297177864818,
HD 75898 b,418.20001,,1.18906,2007,RV,799.3214904087575,799.3214904087575
Kepler-776 b,4.89718784,1.2778238033270095,0.0530392,2016,Transit,2.188656807271266,
Kepler-876 b,5.14438011,1.434749533560151,0.0543655,2016,Transit,3.2336886763081245,
Kepler-224 b,3.132924,1.3900032824822437,0.0419025,2014,Transit,2.9093027955207393,
Kepler-1459 b,62.8691611,1.3562866684435804,0.284837,2016,Transit,2.678958850055237,
Kepler-710 b,4.34728553,1.8831087627976983,0.0510655,2016,Transit,4.406718007431958,
Kepler-806 b,8.09219642,1.1433160345557454,0.0786193,2016,Transit,1.4900863608516621,
Kepler-205 b,2.75564,1.5099954212069424,0.038467,2014,Transit,3.8281964296474844,
KOI-4427 b,147.6606,1.8400102318872391,0.441345,2010,Transit,4.305906578286632,
Kepler-612 b,3.72215641,2.8358721249274863,0.0466887,2016,Transit,7.688079175454455,
MOA-2008-BLG-310L b,,,1.25,2010,Microlensing,73.09782062870342,
KIC 11442793 g,210.60697,8.104093068468666,0.736177,2013,Transit,69.14513543235914,
GJ 1214 b,1.58040482,2.6778254966212507,0.0143253,2009,Transit,6.467790514211107,6.467790514211107
Kepler-824 b,4.51436633,1.8718997820667596,0.0560063,2016,Transit,4.380212102038766,
Kepler-1451 b,35.622233,3.3514852385506653,0.211879,2016,Transit,10.736258295671387,
Kepler-268 c,83.446393,3.3799896765494424,0.373719,2014,Transit,10.939629145324897,
Kepler-135 c,11.448708,1.1599949978833821,0.0994132,2014,Transit,1.5673920734156874,
Kepler-265 c,17.028937,2.6299967758423355,0.129538,2014,Transit,6.762533639650497,
Kepler-1296 b,8.3839865,0.9079274392060331,0.0771045,2016,Transit,0.6567139986943857,
Kepler-1480 b,22.12679948,1.6701381289098634,0.146114,2016,Transit,3.9328534397911015,
Kepler-620 b,12.91375431,3.3178582963578496,0.11286,2016,Transit,10.50142360148639,
16 Cyg B b,798.5,,1.66027,1997,RV,521.2097082454554,521.2097082454554
HAT-P-25 b,3.652836,13.338687069817029,0.0465813,2012,Transit,180.2595434869941,180.10127081450236
Kepler-341 e,42.473269,1.9899976030479296,0.238241,2014,Transit,4.669361655117003,
HD 213240 b,882.7,,1.88529,2001,RV,1440.500613136487,1440.500613136487
Kepler-1577 b,6.30560247,1.1321070538248068,0.0614878,2016,Transit,1.4395598759666568,
Kepler-1409 b,0.76486493,1.0424352079772972,0.0153823,2016,Transit,1.0752498724515416,
Kepler-1352 b,1.87788275,0.8855094777441558,0.0308432,2016,Transit,0.6009308270563422,
Kepler-1249 b,24.3347127,2.376303914959,0.174156,2016,Transit,5.80787610223963,
Kepler-1269 b,37.3331536,1.6253022059861084,0.225667,2016,Transit,3.8398920809480765,
HAT-P-45 b,3.128992,15.984006522318557,0.0452185,2014,Transit,283.4924173947976,284.06734764487294
Kepler-399 b,14.425281,0.9599987591916088,0.115973,2014,Transit,0.8009550677915034,
Kepler-341 c,8.01041,1.699998853577084,0.0783507,2014,Transit,3.9959082554986445,
Kepler-925 b,33.8678531,2.342676972766184,0.187771,2016,Transit,5.6949558601988555,
Kepler-265 d,43.130617,2.4899966065129115,0.240693,2014,Transit,6.2124248669277895,
Kepler-677 b,6.57531678,5.380310750850566,0.0686885,2016,Transit,30.65137814602792,
HD 33844 b,551.4,,1.59543,2016,RV,622.9205584011248,622.9205584011248
Kepler-243 c,20.026218,1.9899976030479296,0.144324,2014,Transit,4.669361655117003,
Kepler-561 b,58.3620495,6.960777033912921,0.290481,2016,Transit,44.230219995982715,
HD 12661 b,262.70861,,0.838172,2001,RV,743.9451240333434,743.9451240333434
Kepler-467 b,24.99324193,2.2530051269186746,0.17004,2016,Transit,5.40777677011148,
Kepler-1107 b,0.57103852,1.3450776877126416,0.01281,2016,Transit,2.605028349904589,
Kepler-9 c,38.90861,9.224991141562533,0.22473,2010,Transit,53.60644566636537,53.57752435472532
HD 74156 c,2520,,3.8997,2004,RV,2620.9191804760467,2620.9191804760467
Kepler-165 c,15.31299,2.2299930894780577,0.120683,2014,Transit,5.337221482374209,
Kepler-790 b,13.73469807,2.174542261802104,0.105904,2016,Transit,5.1721793160590535,
Kepler-326 d,6.766888,1.2099982609240998,0.0700163,2014,Transit,1.8147010695992767,
HD 20794 c,40.114,,0.203628,2011,RV,2.3633383514110675,2.3633383514110675
WASP-47 c,572,,1.36067,2016,Transit,393.08511951390983,393.08511951390983
Kepler-31 c,42.6318,4.196250071337859,0.254502,2011,Transit,18.36881490910917,
Kepler-82 b,26.444,4.001606120945109,0.16455,2012,Transit,16.461724550567443,
Kepler-573 b,22.18329658,2.7910362020037316,0.153993,2016,Transit,7.473870779351209,
Kepler-1288 b,2.76122421,1.120898073093868,0.0409325,2016,Transit,1.3901648182183388,
Kepler-306 c,7.240193,2.349996437183487,0.0732442,2014,Transit,5.719268830973185,
Kepler-1484 b,30.4549136,2.107288377416472,0.186962,2016,Transit,4.981044405945566,
Kepler-85 e,25.216751,1.2699999347768143,0.168293,2014,Transit,2.1431994973385557,
Kepler-583 b,6.5100253,2.275423088380552,0.0668402,2016,Transit,5.4777282062870345,
Kepler-610 b,6.99692655,4.192158793371067,0.0739053,2016,Transit,18.33194818218339,
HD 38801 b,696.3,,1.6471,2010,RV,3181.503188711459,3181.503188711459
Kepler-964 b,13.5225106,2.1184973581474105,0.108427,2016,Transit,5.012253997187908,
HD 132563 B b,1544,,2.62431,2011,RV,474.3317580596565,474.3317580596565
Kepler-1227 b,94.2887577,2.2866320691114908,0.401332,2016,Transit,5.51313297680024,
Kepler-351 d,142.544247,2.7237823176180993,0.513692,2016,Transit,7.16603360952094,
Kepler-390 c,13.060022,0.7899988738339004,0.108535,2014,Transit,0.4015104378828964,
