"mass","300","400","500","600","700","800","900","1000"
2.986e24,"5.999853354397416e6","6.107669304513931e6","6.218520677161217e6","6.877786451737583e6","7.025783971551061e6","7.16514140034914e6","7.298984544745088e6","7.428080956631899e6"
4.942344827586207e24,"6.948459676167369e6","7.05850357966125e6","7.189220062074065e6","7.799483122649789e6","7.91822100546062e6","8.036885326462984e6","8.147612385356426e6","8.255171154266596e6"
6.898689655172415e24,"7.642540144778788e6","7.764098182037473e6","7.895131721547246e6","8.468953744849563e6","8.576224824361503e6","8.681293611592054e6","8.779568195977807e6","8.87506567953229e6"
8.855034482758622e24,"8.196231608533859e6","8.324525683486462e6","8.451945285312831e6","9.00413928155601e6","9.105964221131802e6","9.202603908580542e6","9.293431642913818e6","9.38046866312474e6"
1.081137931034483e25,"8.66102932922244e6","8.796175487047434e6","8.919494730859995e6","9.458986199471354e6","9.552369208717346e6","9.644048891437054e6","9.729513456711173e6","9.810015166023374e6"
1.2767724137931037e25,"9.063692982852459e6","9.205147778561711e6","9.324672031402588e6","9.850762135201693e6","9.939676122021675e6","1.0028301564073563e7","1.0107823589766026e7","1.0184861621367931e7"
1.4724068965517243e25,"9.421091033425927e6","9.567688312768936e6","9.684759364834428e6","1.0199369834786654e7","1.0284285822853446e7","1.036755151732564e7","1.0445570943287015e7","1.0518762661725283e7"
1.6680413793103451e25,"9.742840689468384e6","9.894948261487484e6","1.0007458481428027e7","1.051095256460309e7","1.0593730128005147e7","1.067441032449603e7","1.0749743889078498e7","1.0821985006472468e7"
1.8636758620689657e25,"1.0034711135601997e7","1.0190713491743803e7","1.030116055956781e7","1.0795734845781326e7","1.0876555893176794e7","1.0954728715467453e7","1.102876439884007e7","1.1098092126470804e7"
2.059310344827586e25,"1.0303436983904243e7","1.0463478966799378e7","1.0569516888087988e7","1.1057749462115765e7","1.1136087085667253e7","1.1212067309868336e7","1.1285300086060166e7","1.1353717129907012e7"
2.254944827586207e25,"1.0552442565071583e7","1.0715802242553234e7","1.08183074862957e7","1.1302942374667525e7","1.1378589574867487e7","1.1452413126513362e7","1.1522962322312593e7","1.158980605585277e7"
2.4505793103448283e25,"1.0783373040479422e7","1.0949748752108216e7","1.1050992610421777e7","1.1531104302942753e7","1.1602767760553956e7","1.1674480259370804e7","1.1744811620977521e7","1.1809828284484148e7"
2.6462137931034485e25,"1.1001345232665539e7","1.1168162885391712e7","1.1267782681453228e7","1.1735648328727484e7","1.180944051681161e7","1.1883957488295436e7","1.1952020409017801e7","1.2016133231699467e7"
2.841848275862069e25,"1.1206361422616243e7","1.1374936575293541e7","1.1471270610576868e7","1.1935089788138866e7","1.2006839923229814e7","1.207776947349608e7","1.2147297357675433e7","1.2211276742658019e7"
3.0374827586206906e25,"1.1400414051872492e7","1.1570043020224571e7","1.1664737596598268e7","1.212471217173636e7","1.2193819213941693e7","1.2263606560313702e7","1.2331195606130362e7","1.2394406298726797e7"
3.2331172413793108e25,"1.1583933656600118e7","1.1754750448572636e7","1.1847118989157677e7","1.2296817720973492e7","1.2368594087406993e7","1.2440926444253325e7","1.2507420046395063e7","1.2569746286550164e7"
3.4287517241379314e25,"1.1759998998069763e7","1.1930570584014058e7","1.2021568822073936e7","1.246773031437099e7","1.2537275876194239e7","1.2606829991716146e7","1.2675134696987271e7","1.273652801374197e7"
3.6243862068965524e25,"1.1927786069977283e7","1.2098292077565193e7","1.2188051740059257e7","1.262708400964737e7","1.2697392561390996e7","1.2768071203163266e7","1.2835166985690594e7","1.2895263561728597e7"
3.8200206896551726e25,"1.208768435073495e7","1.225770051651299e7","1.2346330520537496e7","1.2782071326881647e7","1.2852548671612144e7","1.2921529119077325e7","1.2988604942974448e7","1.3048545271450281e7"
4.015655172413794e25,"1.2241277985334396e7","1.241187067040205e7","1.2498911967462301e7","1.2930237354558706e7","1.30003235101372e7","1.3069948906481266e7","1.313618304643035e7","1.3195540012657642e7"
4.211289655172414e25,"1.2390012548848987e7","1.2560514564710855e7","1.2646843053549528e7","1.3074567333510518e7","1.314326208744049e7","1.3211835949096084e7","1.327784027967453e7","1.3336827726119757e7"
4.406924137931036e25,"1.2530941577214003e7","1.2702547020202875e7","1.278614573867619e7","1.3209989490678906e7","1.3280089902421832e7","1.3349550497505069e7","1.341392677410543e7","1.3473455384552479e7"
4.602558620689656e25,"1.2669164215323329e7","1.2839854412555695e7","1.292270325677991e7","1.3347612229388952e7","1.341293283432126e7","1.3480349665671587e7","1.3545265395534039e7","1.3604277932828665e7"
4.798193103448276e25,"1.280122305817902e7","1.2971303091573715e7","1.3054614976018667e7","1.3470019078677893e7","1.353891284866333e7","1.3608323832294345e7","1.367185956543982e7","1.3730346905636787e7"
4.993827586206897e25,"1.2928510647922754e7","1.3099009812551737e7","1.3179651232275367e7","1.3597408742558956e7","1.3666097223776579e7","1.3731764538627863e7","1.3795234123170376e7","1.3851947996512055e7"
5.189462068965517e25,"1.3052974376615882e7","1.3222644972968102e7","1.330241790715456e7","1.3716616508549452e7","1.3781799113810062e7","1.3850082719957829e7","1.391431928614676e7","1.3969909773731232e7"
5.3850965517241385e25,"1.3172206092962623e7","1.3341542524820566e7","1.3421321161472797e7","1.3829860635834932e7","1.3897741077652574e7","1.3966536194980145e7","1.4028160461598635e7","1.4084714095652103e7"
5.5807310344827595e25,"1.328881125357449e7","1.3458297660282254e7","1.353481277577281e7","1.3946665382748842e7","1.4012366912394762e7","1.4077311154586077e7","1.4139273007178307e7","1.4196753862166405e7"
5.7763655172413806e25,"1.3402276636531949e7","1.3568208696323633e7","1.3645252430391312e7","1.405166602551341e7","1.4118229767984152e7","1.4184730783331394e7","1.4247607881680131e7","1.4302649792057276e7"
5.972000000000001e25,"1.351102665054202e7","1.367822009576261e7","1.3754218567854166e7","1.415662047830522e7","1.4223327352666855e7","1.4289726293876767e7","1.4353112052172422e7","1.440836780501604e7"
